Year,NOC,Sex,Total,Gold,Silver,Bronze,No medal
1928,SWE,M,2,0,1,1,0
1928,TCH,M,1,0,1,0,0
1928,USA,M,3,0,2,1,0
1928,ZIM,M,0,0,0,0,0
1932,ARG,M,3,2,1,0,0
1932,CAN,M,1,1,0,0,0
1932,DEN,M,1,0,0,1,0
1932,FIN,M,1,0,0,1,0
1932,FRA,M,0,0,0,0,0
1932,GBR,M,0,0,0,0,0
1932,GER,M,3,0,3,0,0
1932,GRE,M,0,0,0,0,0
1932,HUN,M,1,1,0,0,0
1932,IRL,M,0,0,0,0,0
1932,ITA,M,2,0,2,0,0
1932,JPN,M,0,0,0,0,0
1932,MEX,M,1,0,1,0,0
1932,NZL,M,0,0,0,0,0
1932,PHI,M,1,0,0,1,0
1932,RSA,M,3,2,0,1,0
1932,SWE,M,2,0,1,1,0
1932,USA,M,5,2,0,3,0
1936,ARG,M,4,1,1,2,0
1936,AUS,M,0,0,0,0,0
1936,AUT,M,0,0,0,0,0
1936,BEL,M,0,0,0,0,0
1936,CAN,M,0,0,0,0,0
1936,CHI,M,0,0,0,0,0
1936,CHN,M,0,0,0,0,0
1936,DEN,M,1,0,0,1,0
1936,EGY,M,0,0,0,0,0
1936,EST,M,1,0,1,0,0
1936,FIN,M,1,1,0,0,0
1936,FRA,M,2,2,0,0,0
1936,GBR,M,0,0,0,0,0
1936,GER,M,5,2,2,1,0
1936,HUN,M,1,1,0,0,0
1936,ITA,M,2,1,1,0,0
1936,JPN,M,0,0,0,0,0
1936,LUX,M,0,0,0,0,0
1936,MEX,M,1,0,0,1,0
1936,NED,M,0,0,0,0,0
1936,NOR,M,2,0,1,1,0
1936,NZL,M,0,0,0,0,0
1936,PHI,M,0,0,0,0,0
1936,POL,M,0,0,0,0,0
1936,ROU,M,0,0,0,0,0
1936,RSA,M,1,0,1,0,0
1936,SUI,M,0,0,0,0,0
1936,SWE,M,1,0,0,1,0
1936,TCH,M,0,0,0,0,0
1936,URU,M,0,0,0,0,0
1936,USA,M,2,0,1,1,0
1948,ARG,M,3,2,0,1,0
1948,AUS,M,0,0,0,0,0
1948,AUT,M,0,0,0,0,0
1948,BEL,M,1,0,1,0,0
1948,BRA,M,0,0,0,0,0
1948,CAN,M,0,0,0,0,0
1948,CHI,M,0,0,0,0,0
1948,DEN,M,1,0,0,1,0
1948,EGY,M,0,0,0,0,0
1948,ESP,M,0,0,0,0,0
1948,FIN,M,0,0,0,0,0
1948,FRA,M,0,0,0,0,0
1948,GBR,M,2,0,2,0,0
1948,HUN,M,2,2,0,0,0
1948,IND,M,0,0,0,0,0
1948,IRI,M,0,0,0,0,0
1948,IRL,M,0,0,0,0,0
1948,ITA,M,5,1,2,2,0
1948,JAM,M,0,0,0,0,0
1948,KOR,M,1,0,0,1,0
1948,LIB,M,0,0,0,0,0
1948,LUX,M,0,0,0,0,0
1948,MEX,M,0,0,0,0,0
1948,MYA,M,0,0,0,0,0
1948,NED,M,0,0,0,0,0
1948,NOR,M,0,0,0,0,0
1948,NZL,M,0,0,0,0,0
1948,PAK,M,0,0,0,0,0
1948,PER,M,0,0,0,0,0
1948,PHI,M,0,0,0,0,0
1948,POL,M,1,0,0,1,0
1948,PUR,M,1,0,0,1,0
1948,RSA,M,4,2,1,1,0
1948,SRI,M,0,0,0,0,0
1948,SUI,M,0,0,0,0,0
1948,SWE,M,1,0,1,0,0
1948,TCH,M,1,1,0,0,0
1948,URU,M,0,0,0,0,0
1948,USA,M,1,0,1,0,0
1952,ARG,M,2,0,1,1,0
1952,AUS,M,0,0,0,0,0
1952,AUT,M,0,0,0,0,0
1952,BEL,M,0,0,0,0,0
1952,BRA,M,0,0,0,0,0
1952,BUL,M,1,0,0,1,0
1952,CAN,M,0,0,0,0,0
1952,DEN,M,1,0,0,1,0
1952,EGY,M,0,0,0,0,0
1952,FIN,M,5,1,0,4,0
1952,FRA,M,1,0,0,1,0
1952,GBR,M,0,0,0,0,0
1952,GER,M,2,0,1,1,0
1952,HUN,M,1,1,0,0,0
1952,IND,M,0,0,0,0,0
1952,IRI,M,0,0,0,0,0
1952,IRL,M,1,0,1,0,0
1952,ITA,M,3,1,1,1,0
1952,JPN,M,0,0,0,0,0
1952,KOR,M,1,0,0,1,0
1952,LIB,M,0,0,0,0,0
1952,LUX,M,0,0,0,0,0
1952,MEX,M,0,0,0,0,0
1952,MYA,M,0,0,0,0,0
1952,NED,M,0,0,0,0,0
1952,NOR,M,0,0,0,0,0
1952,PAK,M,0,0,0,0,0
1952,PHI,M,0,0,0,0,0
1952,POL,M,2,1,1,0,0
1952,PUR,M,0,0,0,0,0
1952,ROU,M,2,0,1,1,0
1952,RSA,M,4,0,1,3,0
1952,SAA,M,0,0,0,0,0
1952,SRI,M,0,0,0,0,0
1952,SUI,M,0,0,0,0,0
1952,SWE,M,2,0,1,1,0
1952,TCH,M,1,1,0,0,0
1952,URS,M,6,0,2,4,0
1952,URU,M,0,0,0,0,0
1952,USA,M,5,5,0,0,0
1952,VEN,M,0,0,0,0,0
1952,VNM,M,0,0,0,0,0
1952,YUG,M,0,0,0,0,0
1956,ARG,M,1,0,0,1,0
1956,AUS,M,1,0,0,1,0
1956,AUT,M,0,0,0,0,0
1956,BEL,M,0,0,0,0,0
1956,BRA,M,0,0,0,0,0
1956,BUL,M,0,0,0,0,0
1956,CAN,M,0,0,0,0,0
1956,CHI,M,3,0,1,2,0
1956,DEN,M,0,0,0,0,0
1956,FIJ,M,0,0,0,0,0
1956,FIN,M,1,0,0,1,0
1956,FRA,M,2,0,0,2,0
1956,GBR,M,5,2,1,2,0
1956,GER,M,2,1,1,0,0
1956,HUN,M,1,1,0,0,0
1956,IRL,M,4,0,1,3,0
1956,ITA,M,2,0,1,1,0
1956,JPN,M,0,0,0,0,0
1956,KOR,M,1,0,1,0,0
1956,MYA,M,0,0,0,0,0
1956,NZL,M,0,0,0,0,0
1956,PAK,M,0,0,0,0,0
1956,PHI,M,0,0,0,0,0
1956,POL,M,2,0,0,2,0
1956,ROU,M,4,1,2,1,0
1956,RSA,M,2,0,0,2,0
1956,SRI,M,0,0,0,0,0
1956,SWE,M,0,0,0,0,0
1956,TCH,M,0,0,0,0,0
1956,THA,M,0,0,0,0,0
1956,TPE,M,0,0,0,0,0
1956,URS,M,6,3,1,2,0
1956,USA,M,3,2,1,0,0
1956,VEN,M,0,0,0,0,0
1960,ARG,M,1,0,0,1,0
1960,AUS,M,2,0,0,2,0
1960,AUT,M,0,0,0,0,0
1960,BEL,M,0,0,0,0,0
1960,BRA,M,0,0,0,0,0
1960,BUL,M,0,0,0,0,0
1960,CAN,M,0,0,0,0,0
1960,CHI,M,0,0,0,0,0
1960,CUB,M,0,0,0,0,0
1960,DEN,M,0,0,0,0,0
1960,ESP,M,0,0,0,0,0
1960,FIN,M,1,0,0,1,0
1960,FRA,M,0,0,0,0,0
1960,GBR,M,3,0,0,3,0
1960,GER,M,1,0,0,1,0
1960,GHA,M,1,0,1,0,0
1960,GRE,M,0,0,0,0,0
1960,GUY,M,0,0,0,0,0
1960,HUN,M,1,1,0,0,0
1960,INA,M,0,0,0,0,0
1960,IRI,M,0,0,0,0,0
1960,IRL,M,0,0,0,0,0
1960,IRQ,M,0,0,0,0,0
1960,ITA,M,7,3,3,1,0
1960,JPN,M,1,0,0,1,0
1960,KOR,M,0,0,0,0,0
1960,LUX,M,0,0,0,0,0
1960,MAR,M,0,0,0,0,0
1960,MEX,M,0,0,0,0,0
1960,MYA,M,0,0,0,0,0
1960,NED,M,0,0,0,0,0
1960,NGR,M,0,0,0,0,0
1960,NOR,M,0,0,0,0,0
1960,PAK,M,0,0,0,0,0
1960,PHI,M,0,0,0,0,0
1960,POL,M,7,1,3,3,0
1960,RHO,M,0,0,0,0,0
1960,ROU,M,1,0,0,1,0
1960,RSA,M,2,0,1,1,0
1960,SRI,M,0,0,0,0,0
1960,SUD,M,0,0,0,0,0
1960,SUI,M,0,0,0,0,0
1960,SWE,M,0,0,0,0,0
1960,TCH,M,2,1,0,1,0
1960,THA,M,0,0,0,0,0
1960,TPE,M,0,0,0,0,0
1960,TUN,M,0,0,0,0,0
1960,UAR,M,1,0,0,1,0
1960,UGA,M,0,0,0,0,0
1960,URS,M,5,1,2,2,0
1960,URU,M,0,0,0,0,0
1960,USA,M,4,3,0,1,0
1960,VEN,M,0,0,0,0,0
1960,YUG,M,0,0,0,0,0
1964,ARG,M,0,0,0,0,0
1964,AUS,M,0,0,0,0,0
1964,AUT,M,0,0,0,0,0
1964,BRA,M,0,0,0,0,0
1964,BUL,M,1,0,0,1,0
1964,CAM,M,0,0,0,0,0
1964,CAN,M,0,0,0,0,0
1964,CHI,M,0,0,0,0,0
1964,CIV,M,0,0,0,0,0
1964,CUB,M,0,0,0,0,0
1964,DEN,M,0,0,0,0,0
1964,EGY,M,0,0,0,0,0
1964,ESP,M,0,0,0,0,0
1964,ETH,M,0,0,0,0,0
1964,FIN,M,1,0,0,1,0
1964,FRA,M,1,0,1,0,0
1964,GBR,M,0,0,0,0,0
1964,GER,M,3,0,2,1,0
1964,GHA,M,1,0,0,1,0
1964,HKG,M,0,0,0,0,0
1964,HUN,M,0,0,0,0,0
1964,IRI,M,0,0,0,0,0
1964,IRL,M,1,0,0,1,0
1964,IRQ,M,0,0,0,0,0
1964,ITA,M,5,2,0,3,0
1964,JAM,M,0,0,0,0,0
1964,JPN,M,1,1,0,0,0
1964,KEN,M,0,0,0,0,0
1964,KOR,M,1,0,1,0,0
1964,MAR,M,0,0,0,0,0
1964,MAS,M,0,0,0,0,0
1964,MEX,M,1,0,0,1,0
1964,MYA,M,0,0,0,0,0
1964,NED,M,0,0,0,0,0
1964,NEP,M,0,0,0,0,0
1964,NGR,M,1,0,0,1,0
1964,NIG,M,0,0,0,0,0
1964,NZL,M,0,0,0,0,0
1964,PAK,M,0,0,0,0,0
1964,PAN,M,0,0,0,0,0
1964,PHI,M,1,0,1,0,0
1964,POL,M,7,3,1,3,0
1964,PUR,M,0,0,0,0,0
1964,ROU,M,0,0,0,0,0
1964,SRI,M,0,0,0,0,0
1964,SUI,M,0,0,0,0,0
1964,TCH,M,0,0,0,0,0
1964,THA,M,0,0,0,0,0
1964,TPE,M,0,0,0,0,0
1964,TUN,M,1,0,0,1,0
1964,UGA,M,0,0,0,0,0
1964,URS,M,9,3,4,2,0
1964,URU,M,1,0,0,1,0
1964,USA,M,4,1,0,3,0
1964,ZAM,M,0,0,0,0,0
1964,ZIM,M,0,0,0,0,0
1968,ALG,M,0,0,0,0,0
1968,ARG,M,1,0,0,1,0
1968,AUS,M,0,0,0,0,0
1968,AUT,M,0,0,0,0,0
1968,BRA,M,1,0,0,1,0
1968,BUL,M,2,0,0,2,0
1968,CAN,M,0,0,0,0,0
1968,CHI,M,0,0,0,0,0
1968,CMR,M,1,0,1,0,0
1968,CRC,M,0,0,0,0,0
1968,CUB,M,2,0,2,0,0
1968,DEN,M,0,0,0,0,0
1968,DOM,M,0,0,0,0,0
1968,ECU,M,0,0,0,0,0
1968,EGY,M,0,0,0,0,0
1968,ESP,M,0,0,0,0,0
1968,ETH,M,0,0,0,0,0
1968,FIN,M,1,0,0,1,0
1968,FRA,M,0,0,0,0,0
1968,FRG,M,1,0,0,1,0
1968,GBR,M,1,1,0,0,0
1968,GDR,M,1,1,0,0,0
1968,GHA,M,0,0,0,0,0
1968,GRE,M,0,0,0,0,0
1968,GUA,M,0,0,0,0,0
1968,GUY,M,0,0,0,0,0
1968,HUN,M,0,0,0,0,0
1968,IRL,M,0,0,0,0,0
1968,ITA,M,1,0,0,1,0
1968,JAM,M,0,0,0,0,0
1968,JPN,M,1,0,0,1,0
1968,KEN,M,1,0,0,1,0
1968,KOR,M,2,0,1,1,0
1968,MAR,M,0,0,0,0,0
1968,MEX,M,4,2,0,2,0
1968,MLI,M,0,0,0,0,0
1968,MYA,M,0,0,0,0,0
1968,NCA,M,0,0,0,0,0
1968,NED,M,0,0,0,0,0
1968,NGR,M,0,0,0,0,0
1968,NIG,M,0,0,0,0,0
1968,NOR,M,0,0,0,0,0
1968,PER,M,0,0,0,0,0
1968,PHI,M,0,0,0,0,0
1968,POL,M,5,1,2,2,0
1968,PUR,M,0,0,0,0,0
1968,ROU,M,2,0,1,1,0
1968,SLE,M,0,0,0,0,0
1968,SRI,M,0,0,0,0,0
1968,SUD,M,0,0,0,0,0
1968,SUI,M,0,0,0,0,0
1968,SWE,M,0,0,0,0,0
1968,TAN,M,0,0,0,0,0
1968,TCH,M,0,0,0,0,0
1968,THA,M,0,0,0,0,0
1968,TPE,M,0,0,0,0,0
1968,TUN,M,0,0,0,0,0
1968,TUR,M,0,0,0,0,0
1968,UGA,M,2,0,1,1,0
1968,URS,M,6,3,2,1,0
1968,URU,M,0,0,0,0,0
1968,USA,M,7,2,1,4,0
1968,VEN,M,1,1,0,0,0
1968,YUG,M,1,0,0,1,0
1968,ZAM,M,0,0,0,0,0
1972,ALG,M,0,0,0,0,0
1972,ARG,M,0,0,0,0,0
1972,AUS,M,0,0,0,0,0
1972,AUT,M,0,0,0,0,0
1972,BAH,M,0,0,0,0,0
1972,BEN,M,0,0,0,0,0
1972,BER,M,0,0,0,0,0
1972,BRA,M,0,0,0,0,0
1972,BUL,M,2,1,1,0,0
1972,CAM,M,0,0,0,0,0
1972,CAN,M,0,0,0,0,0
1972,CHA,M,0,0,0,0,0
1972,CHI,M,0,0,0,0,0
1972,CMR,M,0,0,0,0,0
1972,COL,M,2,0,0,2,0
1972,CUB,M,5,3,1,1,0
1972,DEN,M,0,0,0,0,0
1972,ECU,M,0,0,0,0,0
1972,EGY,M,0,0,0,0,0
1972,ESP,M,1,0,0,1,0
1972,ETH,M,0,0,0,0,0
1972,FIN,M,1,0,1,0,0
1972,FRA,M,0,0,0,0,0
1972,FRG,M,2,1,0,1,0
1972,GAB,M,0,0,0,0,0
1972,GBR,M,3,0,0,3,0
1972,GDR,M,1,0,0,1,0
1972,GHA,M,1,0,0,1,0
1972,GRE,M,0,0,0,0,0
1972,GUY,M,0,0,0,0,0
1972,HUN,M,4,1,2,1,0
1972,INA,M,0,0,0,0,0
1972,IND,M,0,0,0,0,0
1972,IRI,M,0,0,0,0,0
1972,IRL,M,0,0,0,0,0
1972,ISV,M,0,0,0,0,0
1972,ITA,M,0,0,0,0,0
1972,JAM,M,0,0,0,0,0
1972,JPN,M,0,0,0,0,0
1972,KEN,M,3,0,1,2,0
1972,KOR,M,0,0,0,0,0
1972,LIB,M,0,0,0,0,0
1972,MAR,M,0,0,0,0,0
1972,MAW,M,0,0,0,0,0
1972,MEX,M,1,0,1,0,0
1972,MGL,M,0,0,0,0,0
1972,MYA,M,0,0,0,0,0
1972,NCA,M,0,0,0,0,0
1972,NED,M,0,0,0,0,0
1972,NGR,M,1,0,0,1,0
1972,NIG,M,1,0,0,1,0
1972,NOR,M,0,0,0,0,0
1972,NZL,M,0,0,0,0,0
1972,PAK,M,0,0,0,0,0
1972,PAN,M,0,0,0,0,0
1972,PER,M,0,0,0,0,0
1972,PHI,M,0,0,0,0,0
1972,POL,M,4,1,1,2,0
1972,PRK,M,1,0,1,0,0
1972,PUR,M,0,0,0,0,0
1972,ROU,M,1,0,1,0,0
1972,SEN,M,0,0,0,0,0
1972,SGP,M,0,0,0,0,0
1972,SUD,M,0,0,0,0,0
1972,SUI,M,0,0,0,0,0
1972,SWE,M,1,0,0,1,0
1972,TAN,M,0,0,0,0,0
1972,TCH,M,0,0,0,0,0
1972,THA,M,0,0,0,0,0
1972,TOG,M,0,0,0,0,0
1972,TPE,M,0,0,0,0,0
1972,TUN,M,0,0,0,0,0
1972,TUR,M,0,0,0,0,0
1972,UGA,M,1,0,1,0,0
1972,URS,M,2,2,0,0,0
1972,URU,M,0,0,0,0,0
1972,USA,M,4,1,0,3,0
1972,VEN,M,0,0,0,0,0
1972,YUG,M,2,1,0,1,0
1972,ZAM,M,0,0,0,0,0
1976,AND,M,0,0,0,0,0
1976,ARG,M,0,0,0,0,0
1976,AUS,M,0,0,0,0,0
1976,AUT,M,0,0,0,0,0
1976,BEL,M,0,0,0,0,0
1976,BER,M,1,0,0,1,0
1976,BRA,M,0,0,0,0,0
1976,BUL,M,1,0,0,1,0
1976,CAN,M,0,0,0,0,0
1976,COL,M,0,0,0,0,0
1976,CUB,M,8,3,3,2,0
1976,DEN,M,0,0,0,0,0
1976,DOM,M,0,0,0,0,0
1976,EGY,M,0,0,0,0,0
1976,ESP,M,0,0,0,0,0
1976,FIN,M,0,0,0,0,0
1976,FRA,M,0,0,0,0,0
1976,FRG,M,1,0,0,1,0
1976,GBR,M,1,0,0,1,0
1976,GDR,M,2,1,1,0,0
1976,GRE,M,0,0,0,0,0
1976,HAI,M,0,0,0,0,0
1976,HUN,M,0,0,0,0,0
1976,INA,M,0,0,0,0,0
1976,IND,M,0,0,0,0,0
1976,IRI,M,0,0,0,0,0
1976,IRL,M,0,0,0,0,0
1976,ISV,M,0,0,0,0,0
1976,ITA,M,0,0,0,0,0
1976,JAM,M,0,0,0,0,0
1976,JPN,M,0,0,0,0,0
1976,KOR,M,0,0,0,0,0
1976,MAR,M,0,0,0,0,0
1976,MEX,M,1,0,0,1,0
1976,MGL,M,0,0,0,0,0
1976,NCA,M,0,0,0,0,0
1976,NZL,M,0,0,0,0,0
1976,PAK,M,0,0,0,0,0
1976,PHI,M,0,0,0,0,0
1976,PNG,M,0,0,0,0,0
1976,POL,M,5,1,0,4,0
1976,PRK,M,2,1,1,0,0
1976,PUR,M,1,0,0,1,0
1976,ROU,M,5,0,2,3,0
1976,SEN,M,0,0,0,0,0
1976,SWE,M,0,0,0,0,0
1976,THA,M,1,0,0,1,0
1976,TUN,M,0,0,0,0,0
1976,TUR,M,0,0,0,0,0
1976,URS,M,5,0,1,4,0
1976,URU,M,0,0,0,0,0
1976,USA,M,7,5,1,1,0
1976,VEN,M,1,0,1,0,0
1976,YUG,M,2,0,1,1,0
1980,AFG,M,0,0,0,0,0
1980,ALG,M,0,0,0,0,0
1980,ANG,M,0,0,0,0,0
1980,AUS,M,0,0,0,0,0
1980,AUT,M,0,0,0,0,0
1980,BEN,M,0,0,0,0,0
1980,BRA,M,0,0,0,0,0
1980,BUL,M,2,1,0,1,0
1980,CGO,M,0,0,0,0,0
1980,CMR,M,0,0,0,0,0
1980,CUB,M,10,6,2,2,0
1980,DEN,M,0,0,0,0,0
1980,DOM,M,0,0,0,0,0
1980,ECU,M,0,0,0,0,0
1980,ETH,M,0,0,0,0,0
1980,FIN,M,0,0,0,0,0
1980,FRA,M,0,0,0,0,0
1980,GBR,M,1,0,0,1,0
1980,GDR,M,6,1,0,5,0
1980,GUI,M,0,0,0,0,0
1980,GUY,M,1,0,0,1,0
1980,HUN,M,2,0,0,2,0
1980,IND,M,0,0,0,0,0
1980,IRL,M,1,0,0,1,0
1980,IRQ,M,0,0,0,0,0
1980,ITA,M,1,1,0,0,0
1980,LAO,M,0,0,0,0,0
1980,LIB,M,0,0,0,0,0
1980,MAD,M,0,0,0,0,0
1980,MEX,M,0,0,0,0,0
1980,MGL,M,0,0,0,0,0
1980,MLI,M,0,0,0,0,0
1980,NCA,M,0,0,0,0,0
1980,NEP,M,0,0,0,0,0
1980,NGR,M,0,0,0,0,0
1980,POL,M,5,0,1,4,0
1980,POR,M,0,0,0,0,0
1980,PRK,M,1,0,0,1,0
1980,PUR,M,0,0,0,0,0
1980,ROU,M,2,0,0,2,0
1980,SEY,M,0,0,0,0,0
1980,SLE,M,0,0,0,0,0
1980,SWE,M,0,0,0,0,0
1980,SYR,M,0,0,0,0,0
1980,TAN,M,0,0,0,0,0
1980,TCH,M,1,0,0,1,0
1980,UGA,M,1,0,1,0,0
1980,URS,M,8,1,6,1,0
1980,VEN,M,1,0,1,0,0
1980,YUG,M,1,1,0,0,0
1980,ZAM,M,0,0,0,0,0
1984,ALG,M,2,0,0,2,0
1984,ARG,M,0,0,0,0,0
1984,AUS,M,0,0,0,0,0
1984,AUT,M,0,0,0,0,0
1984,BAH,M,0,0,0,0,0
1984,BAR,M,0,0,0,0,0
1984,BEN,M,0,0,0,0,0
1984,BIZ,M,0,0,0,0,0
1984,BOL,M,0,0,0,0,0
1984,CAF,M,0,0,0,0,0
1984,CAN,M,3,0,2,1,0
1984,CIV,M,0,0,0,0,0
1984,CMR,M,1,0,0,1,0
1984,COD,M,0,0,0,0,0
1984,COL,M,0,0,0,0,0
1984,DOM,M,1,0,0,1,0
1984,EGY,M,0,0,0,0,0
1984,ESP,M,0,0,0,0,0
1984,FIN,M,1,0,0,1,0
1984,FRA,M,1,0,0,1,0
1984,FRG,M,1,0,0,1,0
1984,GAB,M,0,0,0,0,0
1984,GBR,M,1,0,0,1,0
1984,GHA,M,0,0,0,0,0
1984,GRE,M,0,0,0,0,0
1984,GRN,M,0,0,0,0,0
1984,GUA,M,0,0,0,0,0
1984,GUY,M,0,0,0,0,0
1984,INA,M,0,0,0,0,0
1984,IND,M,0,0,0,0,0
1984,IRL,M,0,0,0,0,0
1984,IRQ,M,0,0,0,0,0
1984,ISR,M,0,0,0,0,0
1984,ISV,M,0,0,0,0,0
1984,ITA,M,5,1,2,2,0
1984,JAM,M,0,0,0,0,0
1984,JPN,M,0,0,0,0,0
1984,KEN,M,1,0,0,1,0
1984,KOR,M,3,1,1,1,0
1984,LES,M,0,0,0,0,0
1984,LIB,M,0,0,0,0,0
1984,MAD,M,0,0,0,0,0
1984,MAR,M,0,0,0,0,0
1984,MAW,M,0,0,0,0,0
1984,MEX,M,1,0,1,0,0
1984,MLI,M,0,0,0,0,0
1984,MYA,M,0,0,0,0,0
1984,NCA,M,0,0,0,0,0
1984,NED,M,1,0,0,1,0
1984,NEP,M,0,0,0,0,0
1984,NGR,M,1,0,1,0,0
1984,NIG,M,0,0,0,0,0
1984,NOR,M,0,0,0,0,0
1984,NZL,M,1,0,1,0,0
1984,PAK,M,0,0,0,0,0
1984,PAR,M,0,0,0,0,0
1984,PHI,M,0,0,0,0,0
1984,PUR,M,2,0,1,1,0
1984,ROU,M,1,0,0,1,0
1984,SAM,M,0,0,0,0,0
1984,SEY,M,0,0,0,0,0
1984,SLE,M,0,0,0,0,0
1984,SUD,M,0,0,0,0,0
1984,SWE,M,0,0,0,0,0
1984,SWZ,M,0,0,0,0,0
1984,SYR,M,0,0,0,0,0
1984,TAN,M,0,0,0,0,0
1984,TGA,M,0,0,0,0,0
1984,THA,M,1,0,1,0,0
1984,TOG,M,0,0,0,0,0
1984,TPE,M,0,0,0,0,0
1984,TTO,M,0,0,0,0,0
1984,TUN,M,0,0,0,0,0
1984,TUR,M,2,0,0,2,0
1984,UGA,M,0,0,0,0,0
1984,URU,M,0,0,0,0,0
1984,USA,M,11,9,1,1,0
1984,VEN,M,2,0,0,2,0
1984,YUG,M,4,1,1,2,0
1984,ZAM,M,1,0,0,1,0
1984,ZIM,M,0,0,0,0,0
1988,ALG,M,0,0,0,0,0
1988,ANG,M,0,0,0,0,0
1988,ANT,M,0,0,0,0,0
1988,ARG,M,0,0,0,0,0
1988,ARU,M,0,0,0,0,0
1988,ASA,M,0,0,0,0,0
1988,AUS,M,1,0,1,0,0
1988,AUT,M,0,0,0,0,0
1988,BAH,M,0,0,0,0,0
1988,BAR,M,0,0,0,0,0
1988,BER,M,0,0,0,0,0
1988,BOT,M,0,0,0,0,0
1988,BRA,M,0,0,0,0,0
1988,BUL,M,2,1,1,0,0
1988,BUR,M,0,0,0,0,0
1988,CAF,M,0,0,0,0,0
1988,CAN,M,3,1,1,1,0
1988,CHN,M,0,0,0,0,0
1988,CIV,M,0,0,0,0,0
1988,CMR,M,0,0,0,0,0
1988,COD,M,0,0,0,0,0
1988,COK,M,0,0,0,0,0
1988,COL,M,1,0,0,1,0
1988,CRC,M,0,0,0,0,0
1988,DEN,M,0,0,0,0,0
1988,DOM,M,0,0,0,0,0
1988,ECU,M,0,0,0,0,0
1988,EGY,M,0,0,0,0,0
1988,ESA,M,0,0,0,0,0
1988,ESP,M,0,0,0,0,0
1988,FIJ,M,0,0,0,0,0
1988,FIN,M,0,0,0,0,0
1988,FRA,M,1,0,1,0,0
1988,FRG,M,1,0,0,1,0
1988,GAB,M,0,0,0,0,0
1988,GBR,M,1,0,0,1,0
1988,GDR,M,3,2,1,0,0
1988,GHA,M,0,0,0,0,0
1988,GRE,M,0,0,0,0,0
1988,GRN,M,0,0,0,0,0
1988,GUA,M,0,0,0,0,0
1988,GUI,M,0,0,0,0,0
1988,GUM,M,0,0,0,0,0
1988,GUY,M,0,0,0,0,0
1988,HON,M,0,0,0,0,0
1988,HUN,M,1,0,0,1,0
1988,INA,M,0,0,0,0,0
1988,IND,M,0,0,0,0,0
1988,IRL,M,0,0,0,0,0
1988,IRQ,M,0,0,0,0,0
1988,ISR,M,0,0,0,0,0
1988,ITA,M,1,1,0,0,0
1988,JAM,M,0,0,0,0,0
1988,JOR,M,0,0,0,0,0
1988,JPN,M,0,0,0,0,0
1988,KEN,M,2,1,0,1,0
1988,KOR,M,4,2,1,1,0
1988,KUW,M,0,0,0,0,0
1988,LAO,M,0,0,0,0,0
1988,LBR,M,0,0,0,0,0
1988,LES,M,0,0,0,0,0
1988,LIB,M,0,0,0,0,0
1988,MAR,M,1,0,0,1,0
1988,MAW,M,0,0,0,0,0
1988,MEX,M,1,0,0,1,0
1988,MGL,M,1,0,0,1,0
1988,MLI,M,0,0,0,0,0
1988,MOZ,M,0,0,0,0,0
1988,MRI,M,0,0,0,0,0
1988,NED,M,1,0,0,1,0
1988,NEP,M,0,0,0,0,0
1988,NGR,M,0,0,0,0,0
1988,NIG,M,0,0,0,0,0
1988,OMA,M,0,0,0,0,0
1988,PAK,M,1,0,0,1,0
1988,PAR,M,0,0,0,0,0
1988,PHI,M,1,0,0,1,0
1988,PNG,M,0,0,0,0,0
1988,POL,M,4,0,0,4,0
1988,PUR,M,0,0,0,0,0
1988,ROU,M,1,0,1,0,0
1988,SAM,M,0,0,0,0,0
1988,SLE,M,0,0,0,0,0
1988,SOL,M,0,0,0,0,0
1988,SUD,M,0,0,0,0,0
1988,SWE,M,2,0,1,1,0
1988,SWZ,M,0,0,0,0,0
1988,SYR,M,0,0,0,0,0
1988,TAN,M,0,0,0,0,0
1988,TCH,M,0,0,0,0,0
1988,TGA,M,0,0,0,0,0
1988,THA,M,1,0,0,1,0
1988,TOG,M,0,0,0,0,0
1988,TPE,M,0,0,0,0,0
1988,TUR,M,0,0,0,0,0
1988,UGA,M,0,0,0,0,0
1988,URS,M,4,1,1,2,0
1988,URU,M,0,0,0,0,0
1988,USA,M,8,3,3,2,0
1988,VAN,M,0,0,0,0,0
1988,VEN,M,0,0,0,0,0
1988,VIE,M,0,0,0,0,0
1988,YMD,M,0,0,0,0,0
1988,YUG,M,1,0,0,1,0
1988,ZAM,M,0,0,0,0,0
1988,ZIM,M,0,0,0,0,0
1992,ALG,M,1,0,0,1,0
1992,ANG,M,0,0,0,0,0
1992,ARG,M,0,0,0,0,0
1992,ASA,M,0,0,0,0,0
1992,AUS,M,0,0,0,0,0
1992,BAR,M,0,0,0,0,0
1992,BEL,M,0,0,0,0,0
1992,BOT,M,0,0,0,0,0
1992,BRA,M,0,0,0,0,0
1992,BUL,M,2,0,1,1,0
1992,CAN,M,2,0,1,1,0
1992,CHI,M,0,0,0,0,0
1992,CHN,M,0,0,0,0,0
1992,COD,M,0,0,0,0,0
1992,COL,M,0,0,0,0,0
1992,CRO,M,0,0,0,0,0
1992,CUB,M,9,7,2,0,0
1992,DEN,M,1,0,0,1,0
1992,DOM,M,0,0,0,0,0
1992,EGY,M,0,0,0,0,0
1992,ESP,M,1,0,1,0,0
1992,EUN,M,2,0,1,1,0
1992,FIN,M,1,0,0,1,0
