,Year,NOC,Num_Athletes,Female_Ratio,Num_Sports,Num_Events,Rank,Gold,Silver,Bronze,Total,Total_Events,Total_Discipline,Total_Sports,Is_Host
893,1972,Liberia,24,0.9512195121951219,9,26,0.0,0.0,0.0,0.0,0.0,195,28,21,0
894,1972,Liechtenstein,6,1.0,4,11,0.0,0.0,0.0,0.0,0.0,195,28,21,0
895,1972,Luxembourg,11,0.9333333333333333,5,8,0.0,0.0,0.0,0.0,0.0,195,28,21,0
896,1972,Madagascar,11,1.0,2,10,0.0,0.0,0.0,0.0,0.0,195,28,21,0
897,1972,Malawi,16,0.7777777777777778,3,17,0.0,0.0,0.0,0.0,0.0,195,28,21,0
898,1972,Malaysia,44,0.9122807017543859,6,20,0.0,0.0,0.0,0.0,0.0,195,28,21,0
899,1972,Mali,3,1.0,2,3,0.0,0.0,0.0,0.0,0.0,195,28,21,0
900,1972,Malta,5,1.0,2,2,0.0,0.0,0.0,0.0,0.0,195,28,21,0
901,1972,Mexico,171,0.7473309608540926,20,112,33.0,0.0,1.0,0.0,1.0,195,28,21,0
902,1972,Monaco,5,1.0,2,4,0.0,0.0,0.0,0.0,0.0,195,28,21,0
903,1972,Mongolia,39,0.9545454545454546,7,39,33.0,0.0,1.0,0.0,1.0,195,28,21,0
904,1972,Morocco,35,0.9230769230769231,5,19,0.0,0.0,0.0,0.0,0.0,195,28,21,0
905,1972,Myanmar,17,1.0,4,7,0.0,0.0,0.0,0.0,0.0,195,28,21,0
906,1972,Nepal,2,1.0,1,1,0.0,0.0,0.0,0.0,0.0,195,28,21,0
907,1972,Netherlands,119,0.5728643216080402,16,72,16.0,3.0,1.0,1.0,5.0,195,28,21,0
908,1972,New Zealand,89,0.8482142857142857,14,63,23.0,1.0,1.0,1.0,3.0,195,28,21,0
909,1972,Nicaragua,8,0.8,3,10,0.0,0.0,0.0,0.0,0.0,195,28,21,0
910,1972,Niger,4,1.0,1,4,43.0,0.0,0.0,1.0,1.0,195,28,21,0
911,1972,Nigeria,25,0.6944444444444444,2,24,43.0,0.0,0.0,1.0,1.0,195,28,21,0
912,1972,North Korea,37,0.8313253012048193,10,23,22.0,1.0,1.0,3.0,5.0,195,28,21,0
913,1972,Norway,112,0.7391304347826086,15,70,21.0,2.0,1.0,1.0,4.0,195,28,21,0
914,1972,Pakistan,24,1.0,5,12,33.0,0.0,1.0,0.0,1.0,195,28,21,0
915,1972,Panama,7,1.0,4,8,0.0,0.0,0.0,0.0,0.0,195,28,21,0
916,1972,Paraguay,3,1.0,2,3,0.0,0.0,0.0,0.0,0.0,195,28,21,0
917,1972,Peru,20,0.8709677419354839,7,25,0.0,0.0,0.0,0.0,0.0,195,28,21,0
918,1972,Philippines,53,0.8860759493670886,11,47,0.0,0.0,0.0,0.0,0.0,195,28,21,0
919,1972,Poland,290,0.8133971291866029,22,150,7.0,7.0,5.0,9.0,21.0,195,28,21,0
920,1972,Portugal,29,1.0,8,28,0.0,0.0,0.0,0.0,0.0,195,28,21,0
921,1972,Puerto Rico,53,1.0,10,37,0.0,0.0,0.0,0.0,0.0,195,28,21,0
922,1972,Romania,159,0.751937984496124,16,102,13.0,3.0,6.0,7.0,16.0,195,28,21,0
923,1972,Russia,371,0.7476459510357816,22,180,1.0,50.0,27.0,22.0,99.0,195,28,21,0
924,1972,SOM,3,1.0,1,4,0.0,0.0,0.0,0.0,0.0,195,28,21,0
925,1972,San Marino,7,1.0,2,4,0.0,0.0,0.0,0.0,0.0,195,28,21,0
926,1972,Saudi Arabia,10,1.0,1,11,0.0,0.0,0.0,0.0,0.0,195,28,21,0
927,1972,Senegal,38,1.0,5,23,0.0,0.0,0.0,0.0,0.0,195,28,21,0
928,1972,Serbia,126,0.7877358490566038,15,73,20.0,2.0,1.0,2.0,5.0,195,28,21,0
929,1972,Singapore,7,0.75,3,12,0.0,0.0,0.0,0.0,0.0,195,28,21,0
930,1972,South Korea,42,0.7674418604651163,8,24,33.0,0.0,1.0,0.0,1.0,195,28,21,0
931,1972,Spain,122,0.9444444444444444,17,59,43.0,0.0,0.0,1.0,1.0,195,28,21,0
932,1972,Sri Lanka,4,1.0,2,6,0.0,0.0,0.0,0.0,0.0,195,28,21,0
933,1972,Sudan,26,1.0,4,15,0.0,0.0,0.0,0.0,0.0,195,28,21,0
934,1972,Suriname,2,1.0,2,3,0.0,0.0,0.0,0.0,0.0,195,28,21,0
935,1972,Sweden,131,0.7311827956989247,18,90,11.0,4.0,6.0,6.0,16.0,195,28,21,0
936,1972,Switzerland,151,0.7132075471698113,17,116,26.0,0.0,3.0,0.0,3.0,195,28,21,0
937,1972,Syria,5,0.8,3,4,0.0,0.0,0.0,0.0,0.0,195,28,21,0
938,1972,Tanzania,15,1.0,2,16,0.0,0.0,0.0,0.0,0.0,195,28,21,0
939,1972,Thailand,33,1.0,7,21,0.0,0.0,0.0,0.0,0.0,195,28,21,0
940,1972,Togo,7,1.0,3,5,0.0,0.0,0.0,0.0,0.0,195,28,21,0
941,1972,Trinidad and Tobago,19,0.9722222222222222,4,16,0.0,0.0,0.0,0.0,0.0,195,28,21,0
942,1972,Tunisia,35,1.0,5,11,33.0,0.0,1.0,0.0,1.0,195,28,21,0
943,1972,Turkey,43,0.98,8,43,33.0,0.0,1.0,0.0,1.0,195,28,21,0
944,1972,Uganda,33,0.9428571428571428,3,19,24.0,1.0,1.0,0.0,2.0,195,28,21,0
945,1972,United States,397,0.7318339100346021,21,185,2.0,33.0,31.0,30.0,94.0,195,28,21,0
946,1972,Uruguay,13,0.65,5,12,0.0,0.0,0.0,0.0,0.0,195,28,21,0
947,1972,VNM,2,1.0,1,1,0.0,0.0,0.0,0.0,0.0,195,28,21,0
948,1972,Venezuela,23,0.7575757575757576,4,27,0.0,0.0,0.0,0.0,0.0,195,28,21,0
949,1972,Virgin Islands,16,1.0,4,9,0.0,0.0,0.0,0.0,0.0,195,28,21,0
950,1972,Zambia,11,0.6666666666666666,2,12,0.0,0.0,0.0,0.0,0.0,195,28,21,0
951,1976,AHO,4,1.0,2,4,0.0,0.0,0.0,0.0,0.0,198,27,21,0
952,1976,Andorra,3,1.0,2,2,0.0,0.0,0.0,0.0,0.0,198,27,21,0
953,1976,Antigua and Barbuda,10,1.0,2,11,0.0,0.0,0.0,0.0,0.0,198,27,21,0
954,1976,Argentina,69,0.8301886792452831,12,50,0.0,0.0,0.0,0.0,0.0,198,27,21,0
955,1976,Australia,180,0.7408759124087592,20,115,32.0,0.0,1.0,4.0,5.0,198,27,21,0
956,1976,Austria,60,0.9178082191780822,15,44,37.0,0.0,0.0,1.0,1.0,198,27,21,0
957,1976,Bahamas,11,0.8947368421052632,3,13,0.0,0.0,0.0,0.0,0.0,198,27,21,0
958,1976,Barbados,11,0.8235294117647058,2,11,0.0,0.0,0.0,0.0,0.0,198,27,21,0
959,1976,Belgium,101,0.6442953020134228,16,80,28.0,0.0,3.0,3.0,6.0,198,27,21,0
960,1976,Belize,4,1.0,2,4,0.0,0.0,0.0,0.0,0.0,198,27,21,0
961,1976,Bermuda,16,0.95,3,12,37.0,0.0,0.0,1.0,1.0,198,27,21,0
962,1976,Bolivia,4,1.0,4,5,0.0,0.0,0.0,0.0,0.0,198,27,21,0
963,1976,Brazil,79,0.8876404494382022,12,47,36.0,0.0,0.0,2.0,2.0,198,27,21,0
964,1976,Bulgaria,155,0.6535433070866141,14,108,7.0,6.0,9.0,7.0,22.0,198,27,21,0
965,1976,Cameroon,4,1.0,1,1,0.0,0.0,0.0,0.0,0.0,198,27,21,0
966,1976,Canada,385,0.6214689265536724,23,173,27.0,0.0,5.0,6.0,11.0,198,27,21,1
967,1976,Cayman Islands,2,1.0,1,1,0.0,0.0,0.0,0.0,0.0,198,27,21,0
968,1976,Chile,7,1.0,4,8,0.0,0.0,0.0,0.0,0.0,198,27,21,0
969,1976,Colombia,35,0.8636363636363636,7,30,0.0,0.0,0.0,0.0,0.0,198,27,21,0
970,1976,Costa Rica,5,0.5,4,9,0.0,0.0,0.0,0.0,0.0,198,27,21,0
971,1976,Cuba,156,0.845360824742268,14,76,8.0,6.0,4.0,3.0,13.0,198,27,21,0
972,1976,Czech Republic,163,0.7250996015936255,16,79,17.0,2.0,2.0,4.0,8.0,198,27,21,0
973,1976,Denmark,66,0.8395061728395061,15,40,24.0,1.0,0.0,2.0,3.0,198,27,21,0
974,1976,Dominican Republic,10,0.8181818181818182,3,10,0.0,0.0,0.0,0.0,0.0,198,27,21,0
975,1976,Ecuador,5,1.0,4,8,0.0,0.0,0.0,0.0,0.0,198,27,21,0
976,1976,Egypt,26,1.0,4,7,0.0,0.0,0.0,0.0,0.0,198,27,21,0
977,1976,Fiji,2,0.6,1,5,0.0,0.0,0.0,0.0,0.0,198,27,21,0
978,1976,Finland,83,0.8981481481481481,14,63,11.0,4.0,2.0,0.0,6.0,198,27,21,0
979,1976,France,206,0.8245033112582781,18,128,15.0,2.0,3.0,4.0,9.0,198,27,21,0
980,1976,Germany,557,0.6484284051222352,22,187,2.0,40.0,25.0,25.0,90.0,198,27,21,0
981,1976,Germany,557,0.6484284051222352,22,187,4.0,10.0,12.0,17.0,39.0,198,27,21,0
982,1976,Great Britain,242,0.6855524079320113,17,148,13.0,3.0,5.0,5.0,13.0,198,27,21,0
983,1976,Greece,36,0.95,8,34,0.0,0.0,0.0,0.0,0.0,198,27,21,0
984,1976,Guatemala,28,0.9285714285714286,5,8,0.0,0.0,0.0,0.0,0.0,198,27,21,0
985,1976,Haiti,13,0.7857142857142857,2,14,0.0,0.0,0.0,0.0,0.0,198,27,21,0
986,1976,Honduras,3,1.0,1,2,0.0,0.0,0.0,0.0,0.0,198,27,21,0
987,1976,Hong Kong,25,0.92,6,27,0.0,0.0,0.0,0.0,0.0,198,27,21,0
988,1976,Hungary,177,0.6805555555555556,17,109,10.0,4.0,5.0,13.0,22.0,198,27,21,0
989,1976,Iceland,13,0.6363636363636364,4,22,0.0,0.0,0.0,0.0,0.0,198,27,21,0
990,1976,India,26,1.0,5,10,0.0,0.0,0.0,0.0,0.0,198,27,21,0
991,1976,Indonesia,7,0.7272727272727273,5,11,0.0,0.0,0.0,0.0,0.0,198,27,21,0
992,1976,Iran,84,0.9326923076923077,9,50,33.0,0.0,1.0,1.0,2.0,198,27,21,0
993,1976,Ireland,44,0.9152542372881356,10,34,0.0,0.0,0.0,0.0,0.0,198,27,21,0
994,1976,Israel,26,0.9411764705882353,10,19,0.0,0.0,0.0,0.0,0.0,198,27,21,0
995,1976,Italy,209,0.782051282051282,20,122,14.0,2.0,7.0,4.0,13.0,198,27,21,0
996,1976,Ivory Coast,8,0.8181818181818182,1,8,0.0,0.0,0.0,0.0,0.0,198,27,21,0
997,1976,Jamaica,20,0.4722222222222222,3,18,21.0,1.0,1.0,0.0,2.0,198,27,21,0
998,1976,Japan,213,0.6798780487804879,20,119,5.0,9.0,6.0,10.0,25.0,198,27,21,0
999,1976,Kuwait,15,1.0,4,13,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1000,1976,Liberia,3,1.0,3,4,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1001,1976,Liechtenstein,6,0.6666666666666666,2,9,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1002,1976,Luxembourg,8,1.0,4,7,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1003,1976,Malaysia,23,1.0,5,9,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1004,1976,Mexico,96,0.8905109489051095,17,54,25.0,1.0,0.0,1.0,2.0,198,27,21,0
1005,1976,Monaco,8,1.0,3,6,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1006,1976,Mongolia,32,0.9393939393939394,5,29,34.0,0.0,1.0,0.0,1.0,198,27,21,0
1007,1976,Morocco,9,1.0,2,9,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1008,1976,Nepal,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1009,1976,Netherlands,108,0.5085714285714286,11,58,29.0,0.0,2.0,3.0,5.0,198,27,21,0
1010,1976,New Zealand,80,0.8061224489795918,13,52,18.0,2.0,1.0,1.0,4.0,198,27,21,0
1011,1976,Nicaragua,15,1.0,6,19,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1012,1976,North Korea,38,0.95,8,21,21.0,1.0,1.0,0.0,2.0,198,27,21,0
1013,1976,Norway,66,0.9240506329113924,11,44,21.0,1.0,1.0,0.0,2.0,198,27,21,0
1014,1976,Pakistan,24,1.0,5,9,37.0,0.0,0.0,1.0,1.0,198,27,21,0
1015,1976,Panama,8,0.7692307692307693,5,13,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1016,1976,Papua New Guinea,6,1.0,3,8,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1017,1976,Paraguay,4,1.0,4,6,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1018,1976,Peru,13,0.0,2,3,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1019,1976,Philippines,14,0.8636363636363636,6,21,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1020,1976,Poland,207,0.8916083916083916,18,116,6.0,7.0,6.0,13.0,26.0,198,27,21,0
1021,1976,Portugal,19,1.0,6,27,30.0,0.0,2.0,0.0,2.0,198,27,21,0
1022,1976,Puerto Rico,80,0.8214285714285714,12,74,37.0,0.0,0.0,1.0,1.0,198,27,21,0
1023,1976,Romania,157,0.6352941176470588,11,92,9.0,4.0,9.0,14.0,27.0,198,27,21,0
1024,1976,Russia,408,0.6707317073170732,22,189,1.0,49.0,41.0,35.0,125.0,198,27,21,0
1025,1976,San Marino,10,0.8,3,7,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1026,1976,Saudi Arabia,14,1.0,1,13,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1027,1976,Senegal,21,0.9090909090909091,4,27,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1028,1976,Serbia,88,0.9473684210526315,14,52,16.0,2.0,3.0,3.0,8.0,198,27,21,0
1029,1976,Singapore,4,0.75,4,4,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1030,1976,South Korea,50,0.7647058823529411,5,27,19.0,1.0,1.0,4.0,6.0,198,27,21,0
1031,1976,Spain,113,0.8375,14,68,30.0,0.0,2.0,0.0,2.0,198,27,21,0
1032,1976,Suriname,3,1.0,2,4,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1033,1976,Sweden,116,0.803680981595092,16,90,12.0,4.0,1.0,0.0,5.0,198,27,21,0
1034,1976,Switzerland,50,0.9504950495049505,12,41,20.0,1.0,1.0,2.0,4.0,198,27,21,0
1035,1976,Thailand,42,0.8870967741935484,11,33,37.0,0.0,0.0,1.0,1.0,198,27,21,0
1036,1976,Trinidad and Tobago,13,1.0,3,10,26.0,1.0,0.0,0.0,1.0,198,27,21,0
1037,1976,Tunisia,15,0.875,3,5,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1038,1976,Turkey,27,0.9642857142857143,8,27,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1039,1976,United States,391,0.6714801444043321,19,189,3.0,34.0,35.0,25.0,94.0,198,27,21,0
1040,1976,Uruguay,9,0.8,5,9,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1041,1976,Venezuela,32,0.6071428571428571,6,35,34.0,0.0,1.0,0.0,1.0,198,27,21,0
1042,1976,Virgin Islands,21,0.8461538461538461,6,21,0.0,0.0,0.0,0.0,0.0,198,27,21,0
1043,1980,Afghanistan,11,1.0,2,11,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1044,1980,Algeria,54,1.0,9,28,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1045,1980,Andorra,2,1.0,1,1,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1046,1980,Angola,11,0.8823529411764706,3,14,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1047,1980,Australia,120,0.6894736842105263,17,92,15.0,2.0,2.0,5.0,9.0,203,27,21,0
1048,1980,Austria,83,0.782608695652174,16,51,21.0,1.0,2.0,1.0,4.0,203,27,21,0
1049,1980,Belgium,59,0.6428571428571429,10,51,23.0,1.0,0.0,0.0,1.0,203,27,21,0
1050,1980,Benin,16,0.9411764705882353,2,17,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1051,1980,Botswana,7,1.0,1,8,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1052,1980,Brazil,106,0.87248322147651,14,72,17.0,2.0,0.0,2.0,4.0,203,27,21,0
1053,1980,Bulgaria,270,0.6574307304785895,20,151,3.0,8.0,16.0,17.0,41.0,203,27,21,0
1054,1980,Cameroon,25,0.8620689655172413,5,23,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1055,1980,Colombia,23,1.0,3,7,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1056,1980,Congo,23,0.44,3,8,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1057,1980,Costa Rica,29,0.8918918918918919,5,18,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1058,1980,Cuba,203,0.875,19,92,4.0,8.0,7.0,5.0,20.0,203,27,21,0
1059,1980,Cyprus,14,0.8666666666666667,3,13,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1060,1980,Czech Republic,209,0.7476340694006309,21,114,13.0,2.0,3.0,9.0,14.0,203,27,21,0
1061,1980,Denmark,58,0.9333333333333333,13,30,16.0,2.0,1.0,2.0,5.0,203,27,21,0
1062,1980,Dominican Republic,6,0.8571428571428571,4,7,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1063,1980,Ecuador,12,0.9375,5,13,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1064,1980,Ethiopia,41,0.9583333333333334,3,26,17.0,2.0,0.0,2.0,4.0,203,27,21,0
1065,1980,Finland,105,0.952,16,71,12.0,3.0,1.0,4.0,8.0,203,27,21,0
1066,1980,France,121,0.84,13,85,8.0,6.0,5.0,3.0,14.0,203,27,21,0
1067,1980,Germany,346,0.6181818181818182,17,167,2.0,47.0,37.0,42.0,126.0,203,27,21,0
1068,1980,Great Britain,219,0.6646341463414634,14,145,9.0,5.0,7.0,9.0,21.0,203,27,21,0
1069,1980,Greece,41,0.8888888888888888,8,31,22.0,1.0,0.0,2.0,3.0,203,27,21,0
1070,1980,Guatemala,10,1.0,5,7,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1071,1980,Guinea,9,1.0,3,10,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1072,1980,Guyana,8,0.8,3,10,35.0,0.0,0.0,1.0,1.0,203,27,21,0
1073,1980,Hungary,260,0.6887755102040817,21,151,6.0,7.0,10.0,15.0,32.0,203,27,21,0
1074,1980,Iceland,9,1.0,3,11,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1075,1980,India,71,0.782051282051282,8,30,23.0,1.0,0.0,0.0,1.0,203,27,21,0
1076,1980,Iraq,43,1.0,5,26,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1077,1980,Ireland,47,0.9122807017543859,11,38,31.0,0.0,1.0,1.0,2.0,203,27,21,0
1078,1980,Italy,159,0.7192118226600985,19,88,5.0,8.0,3.0,4.0,15.0,203,27,21,0
1079,1980,Jamaica,18,0.5625,2,15,34.0,0.0,0.0,3.0,3.0,203,27,21,0
1080,1980,Jordan,4,1.0,1,3,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1081,1980,Kuwait,56,1.0,7,26,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1082,1980,Laos,19,0.8947368421052632,3,16,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1083,1980,Lebanon,29,0.868421052631579,5,20,35.0,0.0,0.0,1.0,1.0,203,27,21,0
1084,1980,Lesotho,5,1.0,1,6,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1085,1980,Liberia,15,1.0,8,16,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1086,1980,Luxembourg,3,1.0,3,4,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1087,1980,Madagascar,11,0.6666666666666666,4,18,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1088,1980,Mali,7,0.8571428571428571,3,7,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1089,1980,Malta,8,0.9166666666666666,3,5,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1090,1980,Mexico,45,0.6756756756756757,12,43,29.0,0.0,1.0,3.0,4.0,203,27,21,0
1091,1980,Mongolia,43,0.7894736842105263,8,41,27.0,0.0,2.0,2.0,4.0,203,27,21,0
1092,1980,Mozambique,14,0.8125,2,16,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1093,1980,Myanmar,2,1.0,2,2,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1094,1980,Nepal,10,1.0,3,9,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1095,1980,Netherlands,75,0.7410714285714286,10,56,30.0,0.0,1.0,2.0,3.0,203,27,21,0
1096,1980,New Zealand,4,1.0,2,5,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1097,1980,Nicaragua,5,0.5,3,6,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1098,1980,Nigeria,44,0.8214285714285714,5,22,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1099,1980,North Korea,47,0.6859504132231405,8,40,26.0,0.0,3.0,2.0,5.0,203,27,21,0
1100,1980,Peru,28,0.47368421052631576,5,26,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1101,1980,Poland,305,0.7057416267942583,21,162,10.0,3.0,14.0,15.0,32.0,203,27,21,0
1102,1980,Portugal,11,0.7222222222222222,6,17,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1103,1980,Puerto Rico,3,1.0,1,3,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1104,1980,Romania,226,0.6489675516224189,20,135,7.0,6.0,6.0,13.0,25.0,203,27,21,0
1105,1980,Russia,489,0.6712121212121213,23,202,1.0,80.0,69.0,46.0,195.0,203,27,21,0
1106,1980,San Marino,16,1.0,5,10,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1107,1980,Senegal,32,0.8974358974358975,4,22,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1108,1980,Serbia,164,0.8444444444444444,17,69,14.0,2.0,3.0,4.0,9.0,203,27,21,0
1109,1980,Seychelles,11,0.8095238095238095,2,15,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1110,1980,Sierra Leone,14,0.78125,2,16,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1111,1980,Spain,155,0.8862559241706162,18,75,20.0,1.0,3.0,2.0,6.0,203,27,21,0
1112,1980,Sri Lanka,4,1.0,1,1,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1113,1980,Sweden,144,0.7761194029850746,18,102,11.0,3.0,3.0,6.0,12.0,203,27,21,0
1114,1980,Switzerland,73,0.8953488372093024,10,45,19.0,2.0,0.0,0.0,2.0,203,27,21,0
1115,1980,Syria,67,0.9577464788732394,7,55,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1116,1980,Tanzania,41,0.8333333333333334,3,22,28.0,0.0,2.0,0.0,2.0,203,27,21,0
1117,1980,Trinidad and Tobago,9,1.0,1,5,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1118,1980,Uganda,13,1.0,2,12,32.0,0.0,1.0,0.0,1.0,203,27,21,0
1119,1980,Venezuela,37,1.0,7,20,32.0,0.0,1.0,0.0,1.0,203,27,21,0
1120,1980,Vietnam,29,0.7368421052631579,4,31,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1121,1980,Zambia,37,1.0,4,25,0.0,0.0,0.0,0.0,0.0,203,27,21,0
1122,1980,Zimbabwe,42,0.5769230769230769,10,30,23.0,1.0,0.0,0.0,1.0,203,27,21,0
1123,1984,AHO,8,0.46153846153846156,3,10,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1124,1984,Algeria,33,1.0,4,17,42.0,0.0,0.0,2.0,2.0,221,29,21,0
1125,1984,Andorra,2,1.0,1,1,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1126,1984,Antigua and Barbuda,14,0.7037037037037037,3,17,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1127,1984,Argentina,81,0.8521739130434782,14,70,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1128,1984,Australia,242,0.6735905044510386,22,137,14.0,4.0,8.0,12.0,24.0,221,29,21,0
1129,1984,Austria,102,0.6846153846153846,18,72,22.0,1.0,1.0,1.0,3.0,221,29,21,0
1130,1984,Bahamas,22,0.7419354838709677,4,23,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1131,1984,Bahrain,10,1.0,4,8,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1132,1984,Bangladesh,1,1.0,1,2,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1133,1984,Barbados,16,0.88,6,16,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1134,1984,Belgium,63,0.7441860465116279,14,48,21.0,1.0,1.0,2.0,4.0,221,29,21,0
1135,1984,Belize,11,1.0,3,7,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1136,1984,Benin,3,1.0,1,3,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1137,1984,Bermuda,12,0.9230769230769231,5,10,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1138,1984,Bhutan,6,0.5,1,2,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1139,1984,Bolivia,11,0.9230769230769231,6,11,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1140,1984,Botswana,7,1.0,2,6,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1141,1984,Brazil,147,0.8477157360406091,17,82,19.0,1.0,5.0,2.0,8.0,221,29,21,0
1142,1984,British Virgin Islands,9,1.0,2,7,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1143,1984,Cameroon,46,0.8928571428571429,6,32,43.0,0.0,0.0,1.0,1.0,221,29,21,0
1144,1984,Canada,408,0.6101398601398601,23,193,6.0,10.0,18.0,16.0,44.0,221,29,21,0
1145,1984,Cayman Islands,8,0.9285714285714286,2,7,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1146,1984,Central African Republic,3,1.0,2,3,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1147,1984,Chad,3,1.0,1,3,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1148,1984,Chile,52,0.9375,8,25,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1149,1984,China,215,0.6191950464396285,19,105,4.0,15.0,8.0,9.0,32.0,221,29,21,0
1150,1984,Chinese Taipei,38,0.75,12,40,43.0,0.0,0.0,1.0,1.0,221,29,21,0
1151,1984,Colombia,39,0.9375,8,34,33.0,0.0,1.0,0.0,1.0,221,29,21,0
1152,1984,Congo,17,0.8636363636363636,3,19,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1153,1984,Costa Rica,28,0.96875,5,16,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1154,1984,Cyprus,10,1.0,4,9,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1155,1984,Denmark,60,0.8243243243243243,11,33,27.0,0.0,3.0,3.0,6.0,221,29,21,0
1156,1984,Djibouti,3,1.0,1,1,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1157,1984,Dominican Republic,19,0.7083333333333334,7,20,43.0,0.0,0.0,1.0,1.0,221,29,21,0
1158,1984,Ecuador,11,0.9333333333333333,6,14,0.0,0.0,0.0,0.0,0.0,221,29,21,0
1159,1984,Egypt,113,0.9256756756756757,15,74,33.0,0.0,1.0,0.0,1.0,221,29,21,0
1160,1984,El Salvador,10,0.8666666666666667,5,15,0.0,0.0,0.0,0.0,0.0,221,29,21,0
